platform_id,video_id,watch_count,total_time_watched,price_per_watch
68,665,609623,14021329,0.46
160,1244,2004,112224,0.17
38,1249,401083,8422743,0.18
52,206,920651,13809765,0.41
159,1383,1510,42280,0.33
77,800,182556,1643004,0.44
161,1611,1505,12040,0.24
90,1260,254448,6106752,0.3
27,1400,393822,11027016,0.4
106,1179,286703,12328229,0.12
32,114,473983,28438980,0.23
102,1054,945768,21752664,0.36
121,439,685657,20569710,0.41
159,1986,1511,13599,0.1
55,1399,246023,5904552,0.13
131,1345,766258,27585288,0.26
72,834,639745,16633370,0.12
134,1969,442792,10184216,0.21
16,1493,387335,14331395,0.23
158,987,1501,78052,0.3
158,209,1501,15010,0.47
158,902,1505,12040,0.33
158,1768,1504,16544,0.31
160,1018,2005,90225,0.26
40,1661,295865,17456035,0.15
162,1620,1496,11968,0.27
143,1860,715680,40078080,0.45
65,1710,239111,4064887,0.3
90,1475,197887,8311254,0.25
19,76,478717,13882793,0.27
130,633,727363,42914417,0.37
103,932,514731,6176772,0.43
5,49,632890,6328900,0.18
158,99,1500,84000,0.19
158,1141,1496,10472,0.34
78,1962,316843,9188447,0.28
160,777,2003,112168,0.13
141,339,170062,5612046,0.37
158,89,1499,38974,0.24
158,859,1506,22590,0.18
123,23,751484,3757420,0.22
108,1158,7065,162495,0.25
9,580,311918,12476720,0.16
110,1533,454913,16831781,0.25
158,1735,1492,8952,0.23
41,43,391551,9397224,0.32
0,102,299878,5997560,0.39
160,653,2001,24012,0.28
131,1717,974380,48719000,0.17
121,268,485260,14557800,0.18
159,1870,1507,28633,0.24
145,572,170797,4269925,0.18
160,1578,2003,48072,0.46
47,1452,794219,18267037,0.11
16,60,311405,1868430,0.48
158,592,1499,55463,0.26
161,466,1504,45120,0.29
157,1929,557890,16178810,0.21
117,1377,638436,38306160,0.4
46,990,18678,672408,0.39
79,1677,153920,7696000,0.45
17,661,304397,7914322,0.39
46,1116,373925,1869625,0.27
159,148,1509,55833,0.37
138,1821,441902,11047550,0.12
162,6,1501,60040,0.3
23,1784,388130,13196420,0.31
158,528,1504,36096,0.17
60,1657,514599,12864975,0.25
52,1556,613200,31273200,0.4
14,1150,710474,20603746,0.46
97,1701,904055,39778420,0.23
83,175,31794,1049202,0.44
148,276,134023,5762989,0.24
130,801,474201,25132653,0.35
134,1533,102324,3785988,0.36
126,1594,895111,47440883,0.22
116,910,770014,6160112,0.28
7,1097,84865,3394600,0.47
115,295,494183,13837124,0.46
155,543,282236,8467080,0.21
42,640,211038,5698026,0.22
149,604,922576,27677280,0.16
158,832,1506,42168,0.31
161,1124,1503,58617,0.31
96,1326,461918,22172064,0.22
106,758,472885,3783080,0.42
115,1934,365373,6211341,0.25
34,1658,754200,22626000,0.29
160,627,2001,22011,0.48
162,56,1502,58578,0.46
162,538,1503,58617,0.21
50,1112,418385,10041240,0.13
90,437,676410,25703580,0.5
20,1497,606888,33985728,0.22
132,1961,870330,37424190,0.46
162,1071,1507,24112,0.21
162,475,1498,53928,0.44
42,83,798152,40705752,0.32
7,143,229950,5978700,0.15
127,658,512926,3590482,0.33
16,486,848058,26289798,0.16
161,50,1496,16456,0.4
162,47,1503,72144,0.44
159,854,1509,16599,0.49
47,1158,696443,16018189,0.18
160,1565,2002,52052,0.22
99,1831,377151,9805926,0.29
161,1691,1503,72144,0.17
159,616,1508,54288,0.1
42,1791,315547,15146256,0.41
94,1717,498822,24941100,0.21
159,1536,1509,55833,0.17
158,1091,1501,16511,0.24
162,154,1503,19539,0.34
50,1148,398475,23908500,0.16
161,48,1502,57076,0.11
43,543,725429,21762870,0.33
38,1089,709459,20574311,0.49
80,1588,643151,12863020,0.22
55,68,354729,20219553,0.38
113,1587,612548,24501920,0.16
74,1099,108896,2069024,0.25
57,273,660125,13862625,0.13
160,1794,2001,62031,0.21
118,641,88341,2296866,0.19
161,1870,1506,28614,0.12
5,1292,275548,6613152,0.11
159,817,1512,51408,0.24
0,1281,444816,12454848,0.44
39,1064,710660,24162440,0.34
75,970,158483,4120558,0.36
51,1767,492577,29554620,0.19
110,1789,295154,8559466,0.45
159,1369,1510,60400,0.2
71,177,440456,12332768,0.22
157,1323,213063,5113512,0.16
142,1709,32805,1443420,0.46
42,1307,391875,12540000,0.23
115,1021,992328,40685448,0.44
57,1300,3458,82992,0.27
4,532,176022,5984748,0.22
96,1063,668691,34103241,0.36
39,931,528314,5283140,0.36
8,1848,3249,87723,0.1
159,1371,1516,87928,0.12
161,111,1503,10521,0.32
112,1641,233624,6307848,0.32
122,949,644849,29663054,0.34
158,1661,1501,88559,0.19
48,1588,934187,18683740,0.29
158,324,1502,24032,0.2
159,989,1512,16632,0.22
50,1974,142067,8097819,0.43
59,1722,913981,4569905,0.35
90,1591,103216,4438288,0.29
121,283,763156,10684184,0.48
29,316,625206,30635094,0.28
160,129,2004,76152,0.43
161,456,1500,39000,0.31
62,493,276750,7749000,0.26
158,1755,1499,67455,0.25
156,1721,562490,4499920,0.26
60,1532,381904,6874272,0.16
155,640,231410,6248070,0.37
23,1765,445697,25404729,0.43
158,878,1502,52570,0.46
27,823,661685,9263590,0.18
76,256,146758,8805480,0.33
159,1122,1508,69368,0.14
103,1922,230651,2998463,0.39
159,940,1509,40743,0.23
161,857,1500,46500,0.4
159,45,1514,60560,0.18
3,1841,479153,5270683,0.19
40,1333,864991,32869658,0.21
26,712,546283,14749641,0.49
77,1226,158249,8545446,0.49
160,1828,1999,107946,0.31
121,387,659428,30993116,0.45
159,1324,1506,37650,0.3
41,294,464807,20451508,0.11
123,1410,328878,8550828,0.28
57,139,404656,12948992,0.21
161,1366,1507,34661,0.14
75,552,274746,7692888,0.11
159,493,1509,42252,0.21
122,734,347977,12875149,0.21
129,777,107239,6005384,0.25
160,1717,1999,99950,0.17
76,1527,255013,3060156,0.23
148,860,401545,22888065,0.47
162,432,1501,67545,0.1
74,1296,686091,18524457,0.31
74,607,836899,34312859,0.12
162,742,1497,56886,0.42
65,383,289725,4635600,0.33
9,430,938653,23466325,0.3
90,1986,967468,8707212,0.38
162,1550,1502,37550,0.26
71,585,833761,5002566,0.25
18,559,308981,6797582,0.3
161,1220,1502,34546,0.22
138,1391,550800,27540000,0.15
40,809,952035,30465120,0.31
59,1608,288207,14698557,0.15
48,106,455164,8648116,0.22
15,1129,894670,41154820,0.26
162,1015,1500,58500,0.16
158,975,1500,43500,0.1
13,387,798627,37535469,0.38
134,68,776849,44280393,0.44
159,843,1509,42252,0.47
159,1033,1508,79924,0.21
162,1002,1495,8970,0.19
102,506,316376,1898256,0.11
84,60,433457,2600742,0.24
37,486,996021,30876651,0.12
116,803,726198,20333544,0.19
153,1333,728236,27672968,0.11
161,515,1503,40581,0.2
85,923,866636,12999540,0.44
19,197,952837,44783339,0.22
158,1221,1497,28443,0.46
135,1207,5942,71304,0.37
159,277,1512,55944,0.41
90,238,412873,15276301,0.32
146,1199,468166,10767818,0.43
161,12,1500,37500,0.41
160,1468,2004,78156,0.49
158,605,1502,69092,0.24
160,823,2003,28042,0.48
63,1317,49801,1444229,0.33
159,1850,1507,22605,0.47
126,1057,4447,35576,0.34
52,362,148725,3569400,0.27
26,708,549367,17030377,0.13
48,1011,316498,17723888,0.47
29,753,57041,2566845,0.5
159,383,1512,24192,0.11
147,784,906737,10880844,0.21
90,129,515757,19598766,0.33
160,1128,2002,28028,0.18
158,469,1501,18012,0.12
27,1583,205487,4520714,0.17
32,808,759274,8352014,0.2
160,1407,2000,24000,0.37
142,626,490200,2451000,0.14
125,1223,48331,1256606,0.28
118,1560,987775,17779950,0.32
78,1502,837347,4186735,0.24
110,1239,785544,3927720,0.11
85,544,130470,2087520,0.2
158,548,1498,88382,0.21
114,503,191301,1530408,0.13
158,876,1498,40446,0.27
161,111,1498,10486,0.28
130,1170,821286,18068292,0.42
7,472,336623,16831150,0.45
27,20,221770,9536110,0.45
4,247,597311,29865550,0.18
162,1569,1501,55537,0.33
157,1897,909932,47316464,0.36
128,394,400278,9206394,0.23
125,533,686896,15798608,0.49
158,1655,1504,60160,0.24
4,341,651445,10423120,0.15
104,81,991467,32718411,0.37
159,745,1510,63420,0.31
119,1827,210288,6518928,0.42
127,109,875762,22769812,0.37
36,1810,817410,11443740,0.27
146,1639,883926,38892744,0.21
161,264,1498,46438,0.48
9,977,852193,42609650,0.26
158,1934,1496,25432,0.38
128,1035,278570,5849970,0.35
161,1120,1501,10507,0.16
157,1836,392610,9030030,0.1
81,1336,10406,156090,0.19
18,1921,974801,37042438,0.13
88,1479,85859,1373744,0.48
161,1010,1501,78052,0.18
77,1922,349514,4543682,0.14
159,814,1519,66836,0.43
140,813,364074,4368888,0.18
154,109,739143,19217718,0.37
161,634,1501,37525,0.19
162,432,1501,67545,0.31
7,844,547721,15336188,0.16
158,1095,1503,87174,0.44
40,1528,619543,10532231,0.39
158,1419,1505,36120,0.4
8,479,723785,41979530,0.11
158,1471,1494,80676,0.3
162,87,1501,90060,0.14
121,590,266178,7985340,0.47
82,843,808253,22631084,0.23
22,819,963356,43351020,0.33
158,668,1500,81000,0.4
106,54,711753,37011156,0.41
162,491,1502,85614,0.19
61,85,146862,6021342,0.11
158,257,1499,28481,0.42
55,650,175206,2803296,0.39
160,345,1995,57855,0.19
35,249,174771,2272023,0.28
153,816,78712,629696,0.29
4,400,32682,359502,0.5
19,1294,85804,943844,0.45
121,1111,406744,7321392,0.36
29,992,70090,1191530,0.26
158,1297,1502,31542,0.28
158,1807,1501,55537,0.11
159,221,1512,24192,0.22
80,90,672249,14117229,0.46
139,1810,220038,3080532,0.14
162,273,1504,31584,0.42
158,1503,1495,58305,0.35
32,1633,59791,1554566,0.41
159,1844,1514,89326,0.15
29,1646,402235,17698340,0.16
161,730,1505,58695,0.49
160,1514,1995,23940,0.5
75,202,517814,20712560,0.12
120,337,509304,6620952,0.44
144,1336,808581,12128715,0.36
9,1885,532016,30856928,0.17
129,1292,517947,12430728,0.28
161,1857,1500,12000,0.15
51,952,21885,590895,0.48
12,536,350551,11918734,0.38
160,1036,2002,60060,0.34
162,590,1503,45090,0.37
58,1059,783955,36061930,0.44
159,1735,1508,9048,0.3
32,675,532950,15988500,0.24
33,1877,536213,32172780,0.22
158,288,1499,23984,0.3
106,1081,979961,46058167,0.34
115,1863,93078,5119290,0.26
129,646,616949,15423725,0.48
161,329,1504,49632,0.24
55,1946,51057,1684881,0.24
0,1950,901313,31545955,0.19
161,609,1499,76449,0.34
104,556,701781,23860554,0.27
158,405,1502,54072,0.44
122,294,237584,10453696,0.13
50,707,590919,15363894,0.28
48,352,844907,22812489,0.26
162,1707,1500,16500,0.48
86,762,924473,18489460,0.11
77,1548,155089,4652670,0.19
161,99,1500,84000,0.25
77,100,479677,13430956,0.45
119,1128,519503,7273042,0.14
78,1185,436069,24855933,0.36
119,303,543022,16290660,0.31
162,1440,1499,85443,0.39
159,824,1511,77061,0.47
77,798,933137,25194699,0.34
159,1850,1508,22620,0.32
141,1421,966765,9667650,0.48
82,1037,957761,43099245,0.17
161,63,1500,81000,0.11
16,406,574523,25279012,0.15
158,382,1507,69322,0.47
7,1008,680623,19738067,0.5
17,1546,730169,10222366,0.36
16,372,718339,11493424,0.43
144,671,743861,42400077,0.24
94,165,354905,3549050,0.19
1,1638,469324,25812820,0.2
47,1153,732300,5126100,0.48
119,73,302625,14526000,0.47
61,303,62352,1870560,0.27
93,669,411406,18513270,0.26
62,844,47808,1338624,0.35
145,631,158197,5062304,0.16
158,371,1500,40500,0.26
54,1049,374949,4499388,0.31
159,1280,1514,39364,0.24
162,12,1504,37600,0.21
159,1029,1507,48224,0.23
71,1082,960282,14404230,0.32
27,319,285776,4572416,0.3
0,1041,747687,22430610,0.48
15,1075,661955,5295640,0.45
152,839,341732,18795260,0.34
73,1779,919514,42297644,0.27
108,1237,517622,9834818,0.2
162,1140,1497,38922,0.29
20,958,469011,13132308,0.18
128,12,23229,580725,0.12
133,1792,314200,16024200,0.11
160,1572,1998,55944,0.13
122,538,747654,29158506,0.45
158,999,1499,40473,0.37
32,638,461779,11082696,0.37
81,717,318979,7017538,0.11
162,639,1504,37600,0.19
101,1970,930948,15826116,0.48
160,1041,2002,60060,0.29
74,1769,136719,1367190,0.31
96,357,671380,36925900,0.49
153,87,111553,6693180,0.44
48,201,67528,3308872,0.4
162,590,1497,44910,0.26
18,586,439266,20645502,0.31
49,351,113997,2621931,0.46
103,874,224010,3360150,0.28
86,491,512984,29240088,0.32
23,1570,774389,20134114,0.14
160,1217,2000,40000,0.29
51,154,12583,163579,0.39
130,1635,128881,5413002,0.2
132,1458,393222,22020432,0.14
142,1351,955808,27718432,0.21
162,735,1495,34385,0.48
159,1791,1510,72480,0.35
29,868,972816,30157296,0.36
50,494,369695,8502985,0.34
49,1657,889223,22230575,0.17
159,776,1507,52745,0.29
161,947,1496,20944,0.23
85,803,79358,2222024,0.29
8,1488,531817,10636340,0.14
158,695,1501,48032,0.3
15,184,47927,2156715,0.2
57,641,129817,3375242,0.35
161,1478,1499,13491,0.43
160,1398,1999,21989,0.49
83,26,870579,37434897,0.22
45,667,612098,9793568,0.16
72,1737,846179,45693666,0.4
98,998,166097,6311686,0.4
161,340,1502,27036,0.42
161,1722,1498,7490,0.14
160,1139,2003,50075,0.45
9,1492,24862,447516,0.24
115,1649,808662,11321268,0.14
161,1149,1503,43587,0.2
22,191,817326,42500952,0.21
55,169,457210,14173510,0.38
8,935,248949,3734235,0.28
159,769,1514,25738,0.16
159,1882,1504,45120,0.45
77,283,209728,2936192,0.36
74,131,892015,10704180,0.42
81,235,145547,2474299,0.45
161,1592,1501,18012,0.24
91,556,536985,18257490,0.49
37,1112,249947,5998728,0.17
34,1127,609501,36570060,0.25
125,715,605282,16342614,0.12
22,1210,671752,39633368,0.32
161,960,1494,58266,0.16
142,638,864308,20743392,0.19
160,62,2001,106053,0.18
84,832,536181,15013068,0.2
149,918,327635,8190875,0.18
158,837,1497,85329,0.12
77,941,241194,5547462,0.22
161,770,1504,33088,0.35
158,1262,1496,44880,0.37
90,1158,566419,13027637,0.44
80,1719,276071,3864994,0.33
29,1551,682373,19788817,0.11
88,1448,746260,8208860,0.26
98,620,487684,12192100,0.41
48,696,803051,18470173,0.33
77,154,459906,5978778,0.22
162,413,1506,60240,0.41
156,711,342543,17812236,0.28
49,1990,362302,2536114,0.48
0,1636,335696,15442016,0.43
30,1475,786342,33026364,0.15
110,1920,624024,8112312,0.22
102,274,165754,7790438,0.1
161,1865,1506,15060,0.4
54,1114,155466,2642922,0.19
4,571,330319,8257975,0.24
115,262,932989,24257714,0.44
61,1052,988159,4940795,0.12
161,1967,1503,58617,0.32
158,717,1498,32956,0.25
24,242,624214,18726420,0.39
1,498,947642,8528778,0.26
158,1140,1497,38922,0.44
158,218,1502,39052,0.23
162,1521,1505,19565,0.46
158,1907,1498,13482,0.49
132,862,153275,2605675,0.33
159,329,1511,49863,0.45
160,1661,2002,118118,0.4
71,1996,967877,57104743,0.1
100,1616,909348,44558052,0.3
69,1476,258425,7494325,0.18
125,1242,991352,27757856,0.37
81,111,402732,2819124,0.1
162,975,1497,43413,0.43
52,1658,417032,12510960,0.38
162,286,1504,9024,0.29
6,178,83274,1915302,0.41
66,921,665797,39947820,0.31
60,965,682634,20479020,0.22
113,1133,116420,1164200,0.45
145,1274,822492,19739808,0.14
94,876,888031,23976837,0.16
161,1382,1500,51000,0.14
29,1464,625232,21883120,0.17
160,602,2005,66165,0.44
159,715,1512,40824,0.24
80,465,15880,539920,0.44
159,1315,1515,27270,0.19
160,316,2000,98000,0.41
140,1297,364141,7646961,0.3
102,1959,935600,43973200,0.37
161,1097,1497,59880,0.39
77,1359,546204,6554448,0.11
85,1541,806400,12902400,0.13
159,213,1512,27216,0.41
160,556,2001,68034,0.2
159,1526,1508,81432,0.44
132,1137,813733,38245451,0.47
161,1647,1497,59880,0.38
155,1769,237153,2371530,0.22
47,1594,989125,52423625,0.46
161,997,1506,15060,0.48
62,406,762591,33554004,0.44
17,349,369600,12196800,0.18
105,948,589566,31836564,0.45
59,1865,981703,9817030,0.11
161,28,1501,49533,0.18
58,1520,349896,8047608,0.34
158,291,1498,7490,0.32
11,1357,945203,33082105,0.29
6,1245,389707,3117656,0.14
78,186,847307,19488061,0.42
1,1412,985530,42377790,0.33
128,868,209105,6482255,0.31
162,1225,1500,18000,0.25
162,75,1497,37425,0.28
82,91,815520,8155200,0.47
36,1068,246243,5417346,0.4
149,509,4963,69482,0.1
73,715,193993,5237811,0.47
10,1797,148511,8168105,0.15
119,1222,763046,6104368,0.49
29,1548,922121,27663630,0.26
124,46,286478,11459120,0.3
161,742,1500,57000,0.1
123,766,400603,10816281,0.24
2,942,93942,3663738,0.23
55,1573,912966,54777960,0.25
84,1693,887217,16857123,0.35
162,20,1500,64500,0.4
42,551,992873,44679285,0.38
155,1210,964834,56925206,0.42
63,595,692234,41534040,0.25
12,216,444787,5337444,0.19
158,1328,1502,16522,0.48
76,447,639291,26210931,0.23
27,577,212227,6791264,0.25
113,1735,993575,5961450,0.29
41,1300,258135,6195240,0.2
161,865,1502,27036,0.37
93,827,337468,6749360,0.25
63,948,506731,27363474,0.16
159,1195,1514,56018,0.28
9,1981,91669,2108387,0.34
159,617,1512,52920,0.25
159,1096,1507,90420,0.12
45,103,98165,785320,0.32
97,1327,154507,8806899,0.23
69,857,83657,2593367,0.39
43,1128,98822,1383508,0.3
159,130,1510,45300,0.36
140,350,516289,27879606,0.43
107,1836,495545,11397535,0.49
161,1575,1499,16489,0.48
92,765,929122,55747320,0.47
65,846,412256,18551520,0.27
64,448,7446,372300,0.22
158,208,1494,38844,0.36
47,1568,553150,5531500,0.18
109,399,797911,43087194,0.37
159,1609,1508,31668,0.26
63,972,869317,12170438,0.36
158,1062,1507,37675,0.38
51,293,188995,1700955,0.3
29,388,515836,17022588,0.43
69,1730,93892,2722868,0.35
86,1610,296639,10975643,0.42
70,981,522945,31376700,0.5
162,874,1491,22365,0.16
47,1904,567730,22141470,0.19
0,646,224962,5624050,0.18
85,757,635086,16512236,0.31
61,965,421487,12644610,0.41
115,1540,904056,10848672,0.43
106,439,670097,20102910,0.46
160,1396,2003,38057,0.17
96,1103,316087,8850436,0.17
16,826,876622,14025952,0.2
61,1731,45962,1424822,0.25
161,1292,1504,36096,0.46
158,850,1498,32956,0.18
145,1299,594869,12492249,0.49
52,1291,22922,229220,0.42
94,1928,942792,4713960,0.23
7,580,324938,12997520,0.32
162,1720,1506,66264,0.47
84,1979,728221,40052155,0.21
87,1706,126263,2398997,0.32
108,232,496794,25336494,0.37
122,743,357894,9663138,0.29
141,34,739087,11825392,0.14
162,822,1499,11992,0.44
159,6,1512,60480,0.25
160,56,2000,78000,0.31
40,1494,619200,27864000,0.25
28,20,269788,11600884,0.26
3,1307,919293,29417376,0.44
162,600,1501,60040,0.31
161,594,1500,28500,0.23
93,233,840253,15964807,0.36
159,1864,1510,69460,0.28
55,205,590993,14183832,0.12
59,347,247388,11627236,0.17
159,1622,1514,68130,0.46
137,1618,390703,10548981,0.34
136,1157,975618,44878428,0.15
162,1239,1500,7500,0.32
160,702,2002,60060,0.36
160,371,2003,54081,0.37
24,753,637373,28681785,0.21
159,575,1510,42280,0.39
119,1826,21590,280670,0.28
159,669,1511,67995,0.32
160,874,2000,30000,0.16
9,757,999241,25980266,0.3
73,741,357872,19325088,0.45
42,21,881346,12338844,0.43
70,1576,705635,6350715,0.21
159,1599,1517,10619,0.41
161,68,1506,85842,0.19
146,805,114983,5634167,0.21
144,697,755297,43051929,0.35
160,627,1999,21989,0.23
129,463,683566,19823414,0.12
114,493,351149,9832172,0.14
50,1035,448382,9416022,0.42
161,89,1501,39026,0.15
96,1267,711357,15649854,0.24
158,1106,1501,82555,0.14
59,873,487764,4389876,0.23
49,587,576972,8077608,0.35
161,1379,1504,63168,0.41
150,1800,829967,23239076,0.41
28,707,472075,12273950,0.23
162,328,1497,38922,0.33
134,973,29770,387010,0.43
120,1064,630152,21425168,0.36
31,47,178595,8572560,0.15
125,1433,401158,6017370,0.41
161,91,1501,15010,0.38
47,1890,204160,7145600,0.35
154,1636,522701,24044246,0.4
129,878,962478,33686730,0.14
161,1655,1505,60200,0.35
99,1921,508424,19320112,0.21
158,171,1501,15010,0.25
158,1888,1503,87174,0.26
114,1035,627384,13175064,0.33
148,725,426892,22625276,0.12
160,1095,1992,115536,0.37
159,740,1512,84672,0.32
25,943,798384,5588688,0.45
161,943,1503,10521,0.12
8,191,368106,19141512,0.4
159,480,1510,83050,0.25
136,68,311649,17763993,0.38
136,1763,888435,6219045,0.21
96,1314,63907,1661582,0.29
62,824,842806,42983106,0.28
30,481,519683,13511758,0.22
121,317,632669,21510746,0.21
158,1269,1502,18024,0.34
160,1404,2003,16024,0.12
158,618,1493,23888,0.16
78,561,351793,18645029,0.39
45,206,164947,2474205,0.31
161,250,1501,21014,0.15
118,855,383077,9576925,0.44
10,760,389936,20666608,0.48
159,611,1510,33220,0.32
25,68,102179,5824203,0.49
112,205,797441,19138584,0.12
26,1604,66063,528504,0.34
152,67,115440,3463200,0.23
44,1897,108850,5660200,0.42
127,1038,551987,7727818,0.1
81,1114,955118,16237006,0.4
158,1329,1496,82280,0.17
159,809,1508,48256,0.36
15,572,77101,1927525,0.23
76,1875,137566,2888886,0.43
159,1078,1513,55981,0.36
161,1721,1500,12000,0.19
150,898,103784,3943792,0.26
61,787,500952,13525704,0.12
161,1279,1498,29960,0.31
159,772,1511,16621,0.25
83,1793,52206,2244858,0.24
63,408,997701,13967814,0.44
159,889,1508,15080,0.49
160,646,2002,50050,0.17
160,1918,2000,60000,0.41
37,1995,711373,23475309,0.25
159,1256,1504,40608,0.45
15,3,962687,55835846,0.45
160,1451,2000,18000,0.35
0,781,336397,11101101,0.29
160,298,2008,68272,0.29
6,1519,948842,21823366,0.19
161,1641,1502,40554,0.38
132,179,322190,1933140,0.41
162,259,1497,32934,0.3
69,61,740284,22208520,0.21
146,291,385949,1929745,0.15
161,1928,1497,7485,0.35
161,1509,1500,73500,0.37
43,655,238858,6449166,0.46
39,295,919543,25747204,0.14
136,1685,36659,806498,0.27
159,327,1512,54432,0.37
129,1684,101114,1415596,0.29
53,334,792394,41204488,0.1
66,1816,521933,25052784,0.45
160,1379,2003,84126,0.33
122,74,595670,15487420,0.42
159,209,1511,15110,0.21
37,665,544087,12514001,0.11
161,1379,1497,62874,0.26
149,1214,334493,18062622,0.25
158,964,1498,83888,0.4
66,1898,941857,34848709,0.32
45,612,528471,8984007,0.38
115,1521,792644,10304372,0.13
160,1833,2003,24036,0.18
54,1599,873309,6113163,0.4
158,1901,1494,67230,0.47
35,1146,675763,25678994,0.34
71,55,269422,4849596,0.32
66,323,876577,35063080,0.47
11,1320,817489,27794626,0.26
24,1091,333482,3668302,0.42
159,1979,1504,82720,0.42
123,1361,900271,24307317,0.13
133,197,679355,31929685,0.21
159,1862,1513,36312,0.34
12,1921,625812,23780856,0.21
25,1557,331672,9950160,0.49
162,459,1500,81000,0.39
40,909,971617,52467318,0.39
122,1752,677731,12199158,0.37
162,1961,1500,64500,0.18
159,1330,1509,31689,0.45
160,1951,2003,106159,0.31
105,1513,116997,5498859,0.27
154,1420,75153,3983109,0.5
110,533,438104,10076392,0.19
90,1161,960326,5761956,0.47
144,1971,569671,14241775,0.34
91,319,710650,11370400,0.35
143,496,425211,22110972,0.11
158,1779,1497,68862,0.26
50,1775,277231,13584319,0.13
117,568,665670,19970100,0.34
158,1279,1507,30140,0.17
130,3,476041,27610378,0.3
161,318,1498,34454,0.34
18,1210,327843,19342737,0.24
159,1808,1510,87580,0.12
7,366,664903,14627866,0.19
59,1506,972945,49620195,0.1
95,1934,715305,12160185,0.39
62,624,516332,2581660,0.41
24,163,334109,16037232,0.2
158,126,1492,50728,0.15
161,311,1503,75150,0.47
58,589,823329,25523199,0.47
160,410,1996,47904,0.18
6,1180,874899,52493940,0.35
130,1843,513086,13340236,0.12
31,480,279355,15364525,0.4
74,356,93539,2619092,0.47
159,659,1512,78624,0.29
133,1452,696054,16009242,0.38
42,296,641349,36556893,0.49
141,311,677080,33854000,0.37
29,467,322289,6768069,0.26
21,428,750299,13505382,0.44
61,407,670693,12743167,0.26
162,1613,1499,20986,0.31
46,1769,29808,298080,0.29
159,242,1511,45330,0.5
161,814,1503,66132,0.15
53,1395,604463,17529427,0.42
116,991,485768,22831096,0.41
105,1254,713771,7137710,0.46
78,1884,363502,2908016,0.27
161,1142,1504,39104,0.22
54,1148,563509,33810540,0.3
162,1466,1503,22545,0.24
32,1055,456132,6385848,0.22
154,1712,752152,36855448,0.29
160,803,2003,56084,0.29
111,1478,427629,3848661,0.15
22,1739,313532,2194724,0.26
160,1429,1997,115826,0.24
33,1591,326040,14019720,0.39
161,1270,1500,42000,0.25
161,1571,1504,67680,0.15
47,1939,810648,38100456,0.17
12,985,437506,11375156,0.16
159,1393,1510,87580,0.41
128,1545,687475,3437375,0.13
15,723,399544,11586776,0.44
70,902,118376,947008,0.42
0,648,434121,18667203,0.11
29,1062,186404,4660100,0.14
158,807,1500,7500,0.42
81,1018,996517,44843265,0.5
32,1373,658629,23710644,0.24
162,796,1501,66044,0.47
162,1575,1504,16544,0.17
143,321,913291,28312021,0.12
84,1174,156881,3137620,0.3
160,203,2001,26013,0.14
64,486,169919,5267489,0.11
0,258,314242,1885452,0.36
160,1816,2001,96048,0.45
84,184,20633,928485,0.39
127,985,872433,22683258,0.33
42,350,644825,34820550,0.18
158,175,1499,49467,0.32
147,1007,662497,7949964,0.27
160,350,2002,108108,0.46
60,1974,390442,22255194,0.31
109,1167,93388,2988416,0.12
158,1375,1499,76449,0.12
28,1912,148398,1187184,0.48
159,242,1506,45180,0.18
160,672,1999,59970,0.23
131,117,619233,9907728,0.34
159,1767,1511,90660,0.36
23,628,543540,5978940,0.2
130,1300,700307,16807368,0.25
149,361,697066,25791442,0.26
6,308,136295,3679965,0.12
161,710,1499,80946,0.39
158,1272,1493,37325,0.21
157,1890,333688,11679080,0.28
9,859,840749,12611235,0.47
33,1215,663566,3981396,0.28
134,1314,614364,15973464,0.18
160,417,2003,16024,0.12
162,870,1504,10528,0.47
149,1016,739050,38430600,0.18
152,1429,289355,16782590,0.23
115,538,384330,14988870,0.13
139,1850,550033,8250495,0.45
162,1439,1502,55574,0.42
81,900,640834,10894178,0.28
108,1554,856779,34271160,0.27
146,1149,423677,12286633,0.34
33,1829,174793,7341306,0.26
24,1110,735377,41916489,0.32
130,945,19101,1088757,0.45
39,1823,228435,5710875,0.39
162,1108,1498,88382,0.13
96,368,550722,8260830,0.42
158,1481,1499,71952,0.36
160,1254,1999,19990,0.29
139,488,545399,7635586,0.33
123,444,387998,16295916,0.34
162,1078,1497,55389,0.34
161,565,1503,18036,0.16
110,302,812365,48741900,0.14
159,1606,1512,40824,0.38
160,828,1999,51974,0.12
37,75,586494,14662350,0.32
160,1313,2000,110000,0.13
42,1306,873455,34938200,0.14
76,1204,655440,3932640,0.24
2,72,217674,7400916,0.19
51,1058,833953,23350684,0.14
158,268,1496,44880,0.18
8,409,526506,3159036,0.22
72,875,489125,17119375,0.37
159,21,1506,21084,0.39
161,1536,1497,55389,0.47
160,1846,1995,89775,0.25
52,3,186939,10842462,0.46
91,568,968342,29050260,0.11
83,1761,250680,3760200,0.1
158,1095,1497,86826,0.36
161,46,1503,60120,0.48
33,956,992300,22822900,0.2
51,249,962991,12518883,0.21
159,631,1514,48448,0.47
128,723,938225,27208525,0.36
129,1823,410633,10265825,0.46
69,961,201238,5634664,0.48
3,306,325763,13682046,0.3
45,227,979440,28403760,0.46
9,1457,619235,14242405,0.25
159,217,1510,37750,0.15
159,740,1513,84728,0.4
161,531,1498,40446,0.17
22,1572,299362,8382136,0.29
160,1741,2000,110000,0.43
